día,baseline,modelo,penalizaciones
173.0,1.4224538764773407,2.011059888191286,50.0
174.0,1.3421424270200395,-1.310729564619457,60.0
175.0,0.8575532457272808,1.2514847962987612,70.0
176.0,1.3696161836208307,0.9880694742918998,50.0
177.0,1.385659891217947,0.12854885421969883,50.0
178.0,1.1264033564739153,1.1735909110059923,40.0
179.0,1.2000902843815688,1.1911081741673317,50.0
180.0,1.5351545873850525,-1.0058780313686666,50.0
181.0,1.147734471450408,1.2608758942809066,70.0
182.0,1.1053395650947164,0.49372849394917273,20.0
183.0,1.2985458805757244,0.46974805134030245,70.0
184.0,1.5284633328366732,0.1915533234993359,50.0
185.0,1.1505204189857148,0.5122522267264598,50.0
186.0,1.3039037818753876,0.5762259631194061,60.0
187.0,1.2723968512535664,-0.14687895728386013,40.0
188.0,0.9045358282462312,1.3039794544543124,30.0
189.0,1.4183335285154726,0.1121159538473164,40.0
190.0,1.8783424521903809,2.5377336011356655,40.0
191.0,1.6125144777803582,0.5593534073509276,20.0
192.0,1.9717617222677106,2.2827820706648545,30.0
193.0,1.5936276799188684,1.0977723518494131,30.0
194.0,0.9122198825416474,0.3688158533236304,30.0
195.0,0.38572932314713987,-0.8705318218477838,40.0
196.0,0.5112463942405745,0.142824520537367,50.0
197.0,1.6450301227905804,1.5393694309298163,70.0
198.0,1.5940197410285821,-0.04450369389126629,70.0
199.0,1.6442027735639586,3.031470414330303,70.0
200.0,1.2413394964642326,0.8777727895192534,40.0
201.0,1.2328548284311647,-0.8161518492211722,50.0
202.0,1.2908634124341178,1.0251849390070147,50.0
203.0,1.3634059251954227,1.2411053335785636,60.0
204.0,1.4851007192976189,1.256596736764067,60.0
205.0,1.662205377107687,-0.1270855783225604,60.0
206.0,1.4587729595487204,1.0759296397509877,40.0
207.0,1.0626303054194977,-1.238121632430286,60.0
208.0,0.6769446665401773,0.5090984928681479,50.0
209.0,0.4160992003346027,-0.3976474798564127,60.0
210.0,0.5381709011980268,1.3633556855356601,70.0
211.0,1.2293960571995315,1.0103240446493778,70.0
212.0,1.485852043615398,0.729836913251082,70.0
213.0,1.1458291498104853,0.44397333958687285,60.0
214.0,1.2740031799392535,0.770778881258734,60.0
215.0,1.1365390007422493,-1.9450712462141373,40.0
216.0,0.4371581006173592,0.04803985270819627,30.0
217.0,0.6306574519716214,-0.18519270142254063,80.0
218.0,1.346367412342418,1.5952896241994554,50.0
219.0,0.9634577293024417,0.005394434035289719,70.0
220.0,0.4686595674294777,-0.04196536188877785,50.0
221.0,0.4557809582109198,-1.6756579876243327,60.0
222.0,0.449995128764073,-1.224768410657643,40.0
223.0,0.4445927317204991,-1.6341704062457272,50.0
224.0,0.4005598531540569,1.515869551924875,70.0
225.0,0.4368662255293322,-1.2183944503739974,30.0
226.0,0.5905421615493277,0.14281635009189275,50.0
227.0,1.5825176527480367,0.4074931608708203,40.0
228.0,0.973523267144848,1.3480489206341004,30.0
229.0,0.47125909814573536,-1.2402660015043951,40.0
230.0,0.4403875250710892,-1.4267006494404224,30.0
231.0,0.6217923496662401,-0.07380518583108953,30.0
232.0,1.1353063818019848,0.8091704452679425,40.0
233.0,1.2613875809467834,0.4020648182592718,70.0
234.0,1.1124728466846048,-0.3721218691830837,50.0
235.0,1.3504802236487268,1.1373039727679153,60.0
236.0,0.9030587903042528,-0.20146613062690732,50.0
237.0,0.47839234612954057,-0.8277838122711642,30.0
238.0,0.6007410771367617,-0.8896367392292367,40.0
239.0,1.413114033125835,-0.149510722430089,20.0
240.0,1.330238659812891,0.5322966675550035,30.0
241.0,1.388650019186548,0.5559280554026984,20.0
242.0,1.2793373788108857,0.8639190192328671,50.0
243.0,0.7055362619484413,0.43628579259371425,50.0
244.0,0.4132679042012005,1.3499662840040867,70.0
245.0,0.609982645498629,-0.4700264528980834,70.0
246.0,1.2828731079568978,-0.05803952333805869,30.0
247.0,1.225684308836829,0.3555853595555158,50.0
248.0,0.8807334631100359,0.7545081245808474,70.0
249.0,1.5581077905086147,1.9531989089931,50.0
250.0,0.7614427401860627,-1.651771161432993,60.0
251.0,0.3917242142449578,0.5547355445870932,70.0
252.0,0.5724201814784469,-2.501829639604028,40.0
253.0,1.345891870424456,1.077266439789756,50.0
254.0,1.5806485744372505,0.7641650007372914,20.0
255.0,1.413802525658916,1.3965384267315593,30.0
256.0,1.4957862746585904,0.10169400326289052,40.0
257.0,1.3604441397202507,1.0385782804422081,60.0
258.0,0.9463639195924394,1.2328568078218125,60.0
259.0,0.9533444731059033,0.6867801434555996,70.0
260.0,1.4527117582514115,0.7496002257026515,60.0
261.0,1.5936025536656395,0.028651835099880507,60.0
262.0,0.9548531152402906,-0.18839701918255186,40.0
263.0,1.3539293113797723,1.1889582424911758,20.0
264.0,0.7602374995531596,0.47742668678387984,60.0
265.0,0.41338714838603735,-0.6790797632142158,70.0
266.0,0.5985666099416652,1.3245496231415659,70.0
267.0,1.3774529192064637,0.43554288653749107,30.0
268.0,1.3096248186513375,1.5164529180009583,50.0
269.0,1.5319223516053566,0.9841219496702707,60.0
270.0,1.5698422199758488,1.9631236500525173,50.0
271.0,1.201499715369451,1.7024237642910132,70.0
272.0,0.4625181982824275,0.723563626819,70.0
273.0,0.6337189408463346,-1.5514553151111399,20.0
274.0,1.531341026252899,-0.4812818749830966,30.0
275.0,1.3039014341834305,-0.10261245536368764,40.0
276.0,1.589623712885353,-0.31270264510303314,10.0
277.0,1.4456007393878347,-0.08485890869607035,40.0
278.0,1.0011377088996154,0.6446723751739686,40.0
279.0,0.6464297536723733,-0.7515737692532275,60.0
280.0,0.7407640265487334,-0.04535133927735613,30.0
281.0,1.5840504785032614,1.973074488514249,50.0
282.0,1.2185428561352063,-0.0607051062501682,50.0
283.0,1.4949550691266962,1.1698083243635182,40.0
284.0,1.2867658159910538,-0.3789418936635064,40.0
285.0,1.1326265815909942,1.5367258587592847,60.0
286.0,0.4636423761985578,-0.9334497980138785,70.0
287.0,0.5839112656553368,-0.05159199114857338,40.0
288.0,1.4602332838854186,-1.030895042839319,40.0
289.0,1.2395871806363832,1.2476866227276189,50.0
290.0,1.4400012416368768,2.570405263524558,90.0
291.0,1.4241379431848957,-1.756757014737091,50.0
292.0,1.0241354278762576,0.41224674361529523,50.0
293.0,0.6710711595761427,-0.5807938688874941,60.0
294.0,0.8041126908359084,-0.14074170446357015,60.0
295.0,1.0139650479698856,0.39711551623539615,40.0
296.0,1.5362581939246729,1.6437675815983113,60.0
297.0,1.0412558444130964,-0.773096861220729,40.0
298.0,1.7217962290773656,0.9001170594200385,30.0
299.0,1.330223449628552,-1.0003107329978913,30.0
300.0,1.3098011697113237,1.5978698207389628,60.0
301.0,1.243961909089898,0.01142491423347336,60.0
302.0,1.9574597734796417,2.5423172659192708,40.0
303.0,1.5161744220505087,0.12533356137256435,50.0
304.0,1.938887163274651,1.0862495362687425,20.0
305.0,1.9615671662374097,1.831591563865933,50.0
306.0,1.5631822356594782,0.14544984211952805,60.0
307.0,0.3827651115854946,-0.6980548453914792,70.0
308.0,0.9696610995927473,0.166610110359328,80.0
309.0,1.5649556711620431,1.8092220909216026,60.0
310.0,1.2758119223079643,0.5111902078812032,50.0
311.0,1.6094966072873707,1.2672914609299635,80.0
312.0,1.4449409055824458,2.2962489399515156,80.0
313.0,0.9377793049419793,-0.9002785839131514,70.0
314.0,1.2319103533097264,1.3653041592990518,70.0
315.0,0.9187197540208512,-0.8152739836392531,40.0
316.0,1.1425322551148707,-1.052746724438514,20.0
317.0,1.7922247352998577,0.7572045264786943,60.0
318.0,2.130076425267987,2.048040254373758,50.0
319.0,1.5283792139526338,-1.27184950816407,30.0
320.0,1.7476334467012795,2.530370325650072,80.0
321.0,1.0731702066721698,-0.25963363024123653,30.0
322.0,1.3819246609910312,-1.229458121599063,10.0
323.0,1.822555975374082,1.3467167074552842,40.0
324.0,1.450840897126545,-0.3956718103581933,70.0
325.0,1.4485153997380176,1.640528462471525,40.0
326.0,0.9305918957362271,1.5199178688919714,60.0
327.0,1.9116883135265204,-0.3087770895906696,20.0
328.0,1.1601884519470216,1.8504083754573935,70.0
329.0,1.814056298521163,0.7180910860685857,70.0
330.0,2.070553066474295,1.428857163586501,50.0
331.0,1.8090796889851333,0.3147603638132172,40.0
332.0,1.675775586026219,1.3192571103301385,70.0
333.0,1.6689140209564692,1.8391872165775889,60.0
334.0,1.4074839874542335,0.42582232056017766,60.0
335.0,0.8307469834153328,-1.593972397193944,20.0
336.0,1.3626816275959717,1.211286824806607,40.0
337.0,1.7158395442536591,0.22532531140114498,40.0
338.0,1.4275391279796357,-0.7203364628812585,40.0
339.0,1.2585533738984376,2.5237993867107242,60.0
340.0,1.3195496771033295,-0.7128052693511311,40.0
341.0,1.0773554716941818,0.5465276189149434,40.0
342.0,1.4943687917196913,1.0917636139911857,40.0
343.0,1.3434058070178359,1.3320683544164462,50.0
344.0,1.402411182448583,0.7406261142911156,40.0
345.0,1.4143947862784019,0.08721186531203728,60.0
346.0,1.713021799585982,2.2408341782453634,40.0
347.0,1.1932237523230331,-0.0125351697238512,50.0
348.0,1.0758612856171401,2.6276291934808738,60.0
349.0,1.4811330366242308,-1.419563697643689,60.0
350.0,1.1446190384353552,0.37720837915050176,20.0
351.0,1.9709295842086403,-0.7290679721621923,30.0
352.0,1.173216641360641,0.1090678843305043,20.0
353.0,1.2296653045782664,1.4361696131068127,90.0
354.0,1.2422206497909398,0.583677632193011,70.0
355.0,1.0628414525183059,-0.4330132141751603,20.0
356.0,1.704227458204306,1.3724631986110667,60.0
357.0,1.0956620204701921,1.2220893988944233,60.0
358.0,1.3262918406502269,1.3174916705691047,50.0
359.0,1.532761908227801,1.264516743758194,50.0
360.0,1.2951535966740906,0.9713735633974377,70.0
361.0,1.0755838865565561,1.7275399680422037,50.0
362.0,1.0562765280802704,-0.5267604308129171,70.0
363.0,0.7691418491589638,0.9396211013838635,70.0
364.0,0.9844338521483444,2.044523112321516,60.0
365.0,1.7919665748256823,1.7499137735113193,70.0
366.0,1.2496524729658027,0.18494369989190468,40.0
367.0,1.4720450173060249,-0.3983200686770045,40.0
368.0,1.5461904754840157,2.2890491000976327,40.0
369.0,1.4842485527876925,-0.1899826012367109,70.0
370.0,1.077242303146892,0.1317448706463974,90.0
371.0,1.2033095824144813,2.426590102989623,70.0
372.0,1.629815859930308,0.19241258155853208,30.0
373.0,1.2439091577842492,0.46351418715038856,20.0
374.0,1.1081847701667589,-0.6926878470391193,50.0
375.0,1.4512436084600777,0.14574219169186475,70.0
376.0,1.1899166444161355,0.3887453087350512,60.0
377.0,1.2031090709483256,0.24787147003563825,50.0
378.0,1.6644067413930865,0.33698101865162267,70.0
379.0,1.169573703589884,0.28100556175804553,50.0
380.0,0.6485752128803787,-0.6031281532036866,50.0
381.0,1.1647942148876846,2.17391276199404,50.0
382.0,1.322698642872456,0.5174956129402456,40.0
383.0,0.9965724639422817,1.8586687303655451,40.0
384.0,1.503216499657966,1.9095113858108421,40.0
385.0,1.5249840172610611,1.5741015366945412,40.0
386.0,1.7276036627303335,1.4226283247105942,50.0
387.0,0.7113643147882768,1.7671621767310315,60.0
388.0,1.189273623824692,-0.44771189790122484,20.0
389.0,1.2587993246177502,0.3627984447498558,80.0
390.0,0.9818415828384276,-0.38532413282135386,50.0
391.0,1.104191268735179,0.12410505356141416,50.0
392.0,0.8305753018871832,0.2830197644031473,40.0
393.0,1.5426626170626532,2.2021839158430785,50.0
394.0,1.3648683373196826,2.0005991660326825,30.0
395.0,1.4172830789290638,-0.9941520048220869,60.0
396.0,1.4167537514428132,-0.36155247553439157,50.0
397.0,1.0684059720620096,-0.7089995277237632,40.0
398.0,0.6204858284238709,-0.8123239131987295,40.0
399.0,0.9024153247456993,1.2145917326414912,50.0
400.0,1.571572966964756,1.1930971161478057,30.0
401.0,1.1134948792753407,-0.9366797753617548,40.0
402.0,1.3691138434865595,-0.045244939999572464,50.0
403.0,1.0065523272662462,1.0406147229814686,50.0
404.0,1.4338965387966516,1.110842144073829,70.0
405.0,1.2389005647454199,0.18897430255725528,40.0
406.0,0.7849294008739167,-0.6641247691015499,60.0
407.0,1.302941622276287,-1.5751342077102803,50.0
408.0,1.4570605757589739,0.3293719628057413,30.0
409.0,1.848283900005538,1.937778455478695,60.0
410.0,1.5917429057045847,0.6699167302925642,60.0
411.0,0.8148245280245014,0.23538494299394913,40.0
412.0,1.3116453485333004,0.8495390131312256,60.0
413.0,1.268847695015508,0.29712928030570246,40.0
414.0,1.7025394626760848,1.2932354047490549,30.0
415.0,1.5998377506150627,1.0061468024407545,30.0
416.0,1.4896521565399985,2.369905672594998,60.0
417.0,1.5077453453926042,-0.017668910093639863,40.0
418.0,1.4976801984627994,1.5769043315202638,90.0
419.0,1.8913510825808393,1.5918768851821778,80.0
420.0,1.174431917679694,1.0978981855236083,70.0
421.0,1.2673734873938078,-0.10984797545815037,30.0
422.0,1.6730899812856204,1.877300357780586,70.0
423.0,1.3301220705854115,-0.36956120358004774,20.0
424.0,1.2013603514262083,-0.430888598065872,60.0
425.0,1.146201005182471,-1.9851189663169908,60.0
426.0,0.9934069491457342,-0.6821399237999554,60.0
427.0,1.173656808835406,-0.2822527164870269,30.0
428.0,1.6558654953957628,0.3321097291294284,50.0
429.0,1.1375586563493585,-0.06754036809807173,30.0
430.0,1.5877709283424046,0.1355155360378466,40.0
431.0,1.206096508849972,1.1597108278912556,70.0
432.0,1.6457772641258464,0.7076120245618311,60.0
433.0,1.1753330454745405,-0.28367835540485137,40.0
434.0,0.8871074844634389,-1.1189251388631347,20.0
435.0,1.4462090965994865,0.16629415218470706,60.0
436.0,1.5449798755356943,-0.06979214603601414,60.0
437.0,1.53285814590761,-0.4701186239170497,30.0
438.0,1.3349330334407066,0.43886179266219394,60.0
439.0,1.4305176278804939,2.6316178585393377,40.0
440.0,1.0388649858417505,-1.5755853608781885,40.0
441.0,0.9473749233122887,0.24577249885158117,70.0
442.0,1.222910114783906,0.934047759049474,50.0
443.0,1.5456564121102225,0.5067889841689954,60.0
444.0,1.3610226716533398,-0.3912457300063043,60.0
445.0,1.2243150701856516,0.26319836988211315,60.0
446.0,0.8575349470771734,-0.41265129802216927,20.0
447.0,0.8905990082501912,-0.23682034844904187,30.0
448.0,1.0057759265589286,-0.7350967787698334,30.0
449.0,0.9783142821474744,-0.7354326231822247,50.0
450.0,1.1663741186890504,0.6562404089785532,60.0
451.0,1.3641266648474006,0.3579010578418642,40.0
452.0,1.3497309994536655,0.5837004705054623,40.0
453.0,1.140779885760551,-0.05700992764278746,70.0
454.0,0.9023997030722073,-1.3280021407931477,30.0
455.0,0.990952903042998,-0.3148217539182204,70.0
456.0,1.0618719886948225,0.3232558972870312,70.0
457.0,1.1931539661834805,1.4857176712873537,70.0
458.0,1.9492977688053041,2.4538296029813433,30.0
459.0,1.1772691844904992,-1.5105397703702304,20.0
460.0,1.5341895830350674,1.4036688518650002,30.0
461.0,0.7572085364344497,-0.04569288190976867,50.0
462.0,1.1899918281255184,0.38545101553012,30.0
463.0,1.222642095815239,-0.3778525388543025,70.0
464.0,1.0907571146202524,0.5744207555020419,40.0
465.0,1.5470727070987613,1.9508206817139022,70.0
466.0,1.5006995984839686,-0.13803731700732536,60.0
467.0,1.137783281902734,0.848735997594144,40.0
468.0,0.8041215640232576,0.19102435805498874,30.0
469.0,1.3992220338673858,0.8028715820615714,70.0
470.0,1.1901502933101447,0.17910718686827398,50.0
471.0,1.6239015101320624,-0.02781450432053406,50.0
472.0,1.509810549485019,-1.1743009906514856,50.0
473.0,1.06527754262294,1.2062372830991186,50.0
474.0,0.7839502106226812,2.2029835906140716,70.0
475.0,0.39863437136547575,0.33620355235419824,40.0
476.0,0.6885034875381502,-0.27708260459794876,40.0
477.0,1.325715452214186,1.181336057782673,70.0
478.0,1.2500723614525526,-0.9508192003202363,50.0
479.0,1.2488527180455644,1.0160856445682203,50.0
480.0,1.235241414766773,-0.4802843977073771,60.0
481.0,0.8773025331749493,1.720707865047518,90.0
482.0,1.1913745049849027,-0.43096547225043386,30.0
483.0,0.9483718634147298,0.7327069662860739,40.0
484.0,1.2024729986150668,0.6519892090887429,50.0
485.0,1.3458818120910399,-0.08170643009056486,50.0
486.0,1.2374580204877639,1.5428187956818622,40.0
487.0,1.3487274829322653,-0.2619887171483367,50.0
488.0,1.25043662038439,1.6942962379077757,40.0
489.0,1.3095415342067338,0.86988169333617,80.0
490.0,1.4425633664253223,1.2057370031103423,50.0
491.0,1.3198044771616961,0.8224962715636458,30.0
492.0,1.3402083662022026,-0.27781999388685197,50.0
493.0,1.6909289321671406,1.2004383998801662,60.0
494.0,1.1455848140256792,0.6535245891685114,70.0
495.0,1.4762305263377773,2.165136261207084,70.0
496.0,1.1993616556522309,0.3727350575739811,60.0
497.0,1.326296682795281,-0.13765489704894907,60.0
498.0,1.1275546764049347,-0.6742854462623056,40.0
499.0,1.351770321332737,0.9330406286146307,40.0
500.0,1.2949767133589856,0.0003472534699296981,50.0
501.0,1.4556753126030624,1.0524051406598371,50.0
502.0,1.435961198675896,1.701587225209388,30.0
503.0,1.4614698211556605,0.25587154424933356,40.0
504.0,0.8095736050645101,1.1633675817868452,40.0
505.0,1.2001156046665578,-0.8203679395208217,50.0
506.0,1.4282744149816424,-0.6293601403364546,50.0
507.0,0.6920972758623226,0.1949266763997348,50.0
508.0,1.303265781365256,0.7032425955802107,50.0
509.0,1.3985347085378779,1.3989313102584395,50.0
510.0,1.242070382525523,-1.1291433941104776,50.0
511.0,0.8207757000022275,0.22243953687076268,30.0
512.0,1.0470012096882388,2.083672158356136,30.0
513.0,1.4071873509298096,0.6357179822927602,60.0
514.0,1.4803444413398987,0.6317012584144704,30.0
515.0,1.1189001048593106,-0.3219755807669479,60.0
516.0,1.2838203790320888,1.2030861029080406,50.0
517.0,1.1023549302661129,0.6338835896392228,30.0
518.0,1.350547592400527,0.42265964118429544,70.0
519.0,1.1248501230386672,0.642063533137285,30.0
520.0,1.3434821131148096,0.5694491948695152,50.0
521.0,1.1307477291842958,2.1766093049061137,50.0
522.0,1.353536384246876,0.42554821854224106,60.0
523.0,1.461788103661782,0.7128989801399459,70.0
524.0,1.005767799570947,2.29662792755608,50.0
525.0,1.2924516444868968,0.32215525232818226,50.0
526.0,1.103772939858563,-0.34489872027573554,60.0
527.0,1.4443839481220218,0.020078533912140706,50.0
528.0,1.5843728958183492,1.8688275048606169,70.0
529.0,1.2228595253758558,-0.5939561926746063,40.0
530.0,1.1230938644192445,2.126300119345318,50.0
531.0,1.0162301013697852,-0.69291924091016,30.0
532.0,0.9247485921919124,0.07438430191807732,40.0
533.0,1.4918187699690246,0.9083336516482396,70.0
534.0,1.4120762207904876,0.5200264579592827,60.0
535.0,1.3756616414300524,0.3221990215150525,50.0
536.0,1.1664487254551104,0.737429669536436,60.0
