día,baseline,modelo,penalizaciones,solar
352 - 2018-11-28,1.173216641360641,-1.163192135818473,30.0,15.545000000000002
353 - 2018-11-29,1.2296653045782664,-1.082892429079578,30.0,15.337000000000002
354 - 2018-11-30,1.2422206497909398,-0.9874345728149407,10.0,15.277
355 - 2018-12-01,1.0628414525183059,-1.2569390848107351,20.0,14.714
356 - 2018-12-02,1.704227458204306,-0.04253151818064345,40.0,12.317999999999998
357 - 2018-12-03,1.0956620204701921,-0.902537058038582,10.0,12.304999999999998
358 - 2018-12-04,1.3262918406502269,0.006906233318374422,10.0,12.179
359 - 2018-12-05,1.532761908227801,-2.8804610102328705,10.0,12.757999999999997
360 - 2018-12-06,1.2951535966740906,0.15112299103724391,20.0,12.398999999999997
361 - 2018-12-07,1.0755838865565561,-2.4283220052230887,10.0,12.614
362 - 2018-12-08,1.0562765280802704,-1.6142813584186388,20.0,12.088
363 - 2018-12-09,0.7691418491589638,-1.626656326771708,20.0,13.094
364 - 2018-12-10,0.9844338521483444,-0.7746399924027743,20.0,12.844
365 - 2018-12-11,1.7919665748256823,0.3408704664571919,20.0,13.109
366 - 2018-12-12,1.2496524729658027,-1.453354635384622,60.0,13.041000000000002
367 - 2018-12-13,1.4720450173060249,0.007727500846279989,30.0,12.145
368 - 2018-12-14,1.5461904754840157,-1.4763046721168216,20.0,12.659
369 - 2018-12-15,1.4842485527876925,-1.5924379684091698,20.0,12.433000000000002
370 - 2018-12-16,1.077242303146892,-0.9505050560894964,30.0,12.159
371 - 2018-12-17,1.2033095824144813,-0.5288353366911068,40.0,12.594
372 - 2018-12-18,1.629815859930308,-0.3870034133961338,0.0,13.176
373 - 2018-12-19,1.2439091577842492,-0.8103504435885741,20.0,12.361000000000002
374 - 2018-12-20,1.1081847701667589,-1.1159866813310106,10.0,13.463
375 - 2018-12-21,1.4512436084600777,-0.18914458687008318,30.0,12.591
376 - 2018-12-22,1.1899166444161355,-0.6723671119311814,20.0,12.572
377 - 2018-12-23,1.2031090709483256,-0.9807302657295855,20.0,12.776999999999997
378 - 2018-12-24,1.6644067413930865,-1.6523518464878544,40.0,11.728
379 - 2018-12-25,1.169573703589884,0.8900525082962489,20.0,12.466999999999999
380 - 2018-12-26,0.6485752128803787,-1.6034978024244146,10.0,12.082999999999998
381 - 2018-12-27,1.1647942148876846,-0.7313646089186006,10.0,11.943999999999997
382 - 2018-12-28,1.322698642872456,-1.1997467063373686,10.0,12.700999999999999
383 - 2018-12-29,0.9965724639422817,-1.874604833838331,10.0,11.854000000000001
384 - 2018-12-30,1.503216499657966,0.06873262527785462,30.0,12.386000000000003
385 - 2018-12-31,1.5249840172610611,-1.6262599339179153,30.0,12.193999999999999
386 - 2019-01-01,1.7276036627303335,-2.1768465000623705,20.0,13.405
387 - 2019-01-02,0.7113643147882768,-1.1170048409315296,10.0,12.866000000000001
388 - 2019-01-03,1.189273623824692,-0.1468926197370412,20.0,12.697
389 - 2019-01-04,1.2587993246177502,-0.6046664382702716,20.0,12.286
390 - 2019-01-05,0.9818415828384276,-0.8227368045456143,20.0,13.188999999999998
391 - 2019-01-06,1.104191268735179,-2.2566838460146807,30.0,12.617999999999999
392 - 2019-01-07,0.8305753018871832,-0.6531112337513297,40.0,13.147999999999998
393 - 2019-01-08,1.5426626170626532,-1.7424641791375655,20.0,12.488999999999999
394 - 2019-01-09,1.3648683373196826,-1.3964411939127583,30.0,13.379
395 - 2019-01-10,1.4172830789290638,-0.5732974382842705,20.0,12.14
396 - 2019-01-11,1.4167537514428132,0.9041496221112558,30.0,12.616
397 - 2019-01-12,1.0684059720620096,-2.386415918550072,20.0,13.073
398 - 2019-01-13,0.6204858284238709,-0.664844119310626,30.0,10.949
399 - 2019-01-14,0.9024153247456993,-0.17800231565871877,20.0,12.372999999999998
400 - 2019-01-15,1.571572966964756,-1.6352462397682603,30.0,11.611999999999998
401 - 2019-01-16,1.1134948792753407,-2.029825879299679,20.0,12.190999999999999
402 - 2019-01-17,1.3691138434865595,-0.31450578791124073,20.0,12.354
403 - 2019-01-18,1.0065523272662462,-0.7532994849338417,10.0,12.488999999999999
404 - 2019-01-19,1.4338965387966516,-0.056875683510416164,30.0,12.826999999999998
405 - 2019-01-20,1.2389005647454199,-0.9360369381988413,10.0,13.358999999999998
406 - 2019-01-21,0.7849294008739167,-1.2744322987170946,30.0,12.972
407 - 2019-01-22,1.302941622276287,-0.6072566846369924,30.0,12.362
408 - 2019-01-23,1.4570605757589739,0.25977928133137196,20.0,11.87
409 - 2019-01-24,1.848283900005538,-0.033693842252597,10.0,13.101
410 - 2019-01-25,1.5917429057045847,-0.2396613235411461,30.0,11.452
411 - 2019-01-26,0.8148245280245014,-3.341662467635683,10.0,12.671
412 - 2019-01-27,1.3116453485333004,-0.7904775652168434,30.0,11.844999999999999
413 - 2019-01-28,1.268847695015508,-0.6642171961954625,20.0,12.633
414 - 2019-01-29,1.7025394626760848,0.8766355561036925,30.0,12.839999999999998
415 - 2019-01-30,1.5998377506150627,-1.7400083801684194,30.0,11.839000000000002
416 - 2019-01-31,1.4896521565399985,-1.0619206399762053,30.0,12.497
417 - 2019-02-01,1.5077453453926042,-0.5345016593319476,20.0,13.144
418 - 2019-02-02,1.4976801984627994,0.23788373485291914,0.0,12.891
419 - 2019-02-03,1.8913510825808393,-1.214804920246693,10.0,12.346
420 - 2019-02-04,1.174431917679694,-0.42215852313303714,40.0,12.077
421 - 2019-02-05,1.2673734873938078,-1.1695895189511802,20.0,12.520999999999999
422 - 2019-02-06,1.6730899812856204,-0.5271202391347702,20.0,12.833999999999998
423 - 2019-02-07,1.3301220705854115,-2.429648122681977,20.0,12.227
424 - 2019-02-08,1.2013603514262083,-0.024888302099209336,10.0,12.957
425 - 2019-02-09,1.146201005182471,-1.564617253359636,0.0,12.808999999999997
426 - 2019-02-10,0.9934069491457342,-2.199549083092632,0.0,13.148
427 - 2019-02-11,1.173656808835406,-0.6452817578895769,20.0,11.460999999999999
428 - 2019-02-12,1.6558654953957628,0.38911657044971204,40.0,12.803999999999998
429 - 2019-02-13,1.1375586563493585,-1.693749610505149,10.0,12.761000000000001
430 - 2019-02-14,1.5877709283424046,-0.4705477957251457,50.0,12.418999999999999
431 - 2019-02-15,1.206096508849972,-1.9643986560612738,10.0,12.499
432 - 2019-02-16,1.6457772641258464,-1.41359864035081,10.0,11.867999999999999
433 - 2019-02-17,1.1753330454745405,-0.9768576263370351,0.0,12.605
434 - 2019-02-18,0.8871074844634389,-0.9426630109540665,30.0,13.045
435 - 2019-02-19,1.4462090965994865,-0.9311378752200842,30.0,12.955
436 - 2019-02-20,1.5449798755356943,0.347687231947181,20.0,12.195000000000002
437 - 2019-02-21,1.53285814590761,-0.5393145343974977,10.0,12.347
438 - 2019-02-22,1.3349330334407066,-0.8431999217292352,0.0,12.518999999999998
439 - 2019-02-23,1.4305176278804939,-0.09460085844126859,50.0,12.598999999999998
440 - 2019-02-24,1.0388649858417505,-1.0562477441997407,10.0,11.550999999999998
441 - 2019-02-25,0.9473749233122887,-1.3030510202090209,20.0,12.811999999999998
442 - 2019-02-26,1.222910114783906,-1.1561208893160022,10.0,13.219999999999999
443 - 2019-02-27,1.5456564121102225,0.3986863861223906,20.0,12.782
444 - 2019-02-28,1.3610226716533398,-0.3415024307527607,30.0,12.546
445 - 2019-03-01,1.2243150701856516,-0.898530202743467,50.0,13.175
446 - 2019-03-02,0.8575349470771734,-0.3319587907536714,20.0,16.537999999999997
447 - 2019-03-03,0.8905990082501912,-2.962833009312915,20.0,16.802
448 - 2019-03-04,1.0057759265589286,-0.862867343250287,20.0,16.504
449 - 2019-03-05,0.9783142821474744,-0.5887365341296084,20.0,17.373
450 - 2019-03-06,1.1663741186890504,-2.5337393426537322,30.0,15.895
451 - 2019-03-07,1.3641266648474006,-3.558390472228661,20.0,17.45
452 - 2019-03-08,1.3497309994536655,-1.5091058380706697,20.0,17.235
453 - 2019-03-09,1.140779885760551,-1.5442949898151155,10.0,16.107
454 - 2019-03-10,0.9023997030722073,-1.1388362629752218,20.0,17.409999999999997
455 - 2019-03-11,0.990952903042998,-3.394878157393569,20.0,16.342000000000002
456 - 2019-03-12,1.0618719886948225,-3.1016129744456684,50.0,16.645999999999997
457 - 2019-03-13,1.1931539661834805,-1.5528246466319087,30.0,17.198999999999998
458 - 2019-03-14,1.9492977688053041,0.4628842371026949,20.0,16.292
459 - 2019-03-15,1.1772691844904992,-0.5401555139971372,10.0,17.320999999999998
460 - 2019-03-16,1.5341895830350674,-2.6514175557237665,20.0,16.72
461 - 2019-03-17,0.7572085364344497,-2.851337617503301,20.0,16.956999999999997
462 - 2019-03-18,1.1899918281255184,-2.4940408495036683,40.0,16.403
463 - 2019-03-19,1.222642095815239,-1.867786737305487,10.0,15.415000000000001
464 - 2019-03-20,1.0907571146202524,-0.49872219508107973,20.0,17.458
465 - 2019-03-21,1.5470727070987613,-1.8502822508089976,40.0,16.429
466 - 2019-03-22,1.5006995984839686,-2.0824820236664245,40.0,18.004
467 - 2019-03-23,1.137783281902734,-1.259737910825828,30.0,16.462999999999997
468 - 2019-03-24,0.8041215640232576,-2.8963523512084057,30.0,16.678
469 - 2019-03-25,1.3992220338673858,-0.971711507918224,40.0,15.902999999999999
470 - 2019-03-26,1.1901502933101447,-1.842997501003787,0.0,15.998999999999999
471 - 2019-03-27,1.6239015101320624,-1.8447252757882528,30.0,16.299000000000003
472 - 2019-03-28,1.509810549485019,-2.77696596909241,0.0,17.006999999999998
473 - 2019-03-29,1.06527754262294,-0.7799291260292506,20.0,17.025000000000002
474 - 2019-03-30,0.7839502106226812,-1.8246240877804185,50.0,16.8
475 - 2019-03-31,0.39863437136547575,-1.971406357667377,40.0,17.970999999999997
476 - 2019-04-01,0.6885034875381502,-1.8968339028476457,30.0,17.066999999999997
477 - 2019-04-02,1.325715452214186,-1.6101254091518395,20.0,19.769000000000002
478 - 2019-04-03,1.2500723614525526,-1.2737728183190224,20.0,19.490000000000002
479 - 2019-04-04,1.2488527180455644,-3.545310008044164,20.0,18.461000000000002
480 - 2019-04-05,1.235241414766773,-2.3498309511525064,30.0,19.076000000000004
481 - 2019-04-06,0.8773025331749493,-0.4572459828854639,20.0,18.250000000000004
482 - 2019-04-07,1.1913745049849027,-2.458758982376561,10.0,19.774
483 - 2019-04-08,0.9483718634147298,-1.7349282745851782,30.0,16.655
484 - 2019-04-09,1.2024729986150668,-2.309531158741212,0.0,19.199
485 - 2019-04-10,1.3458818120910399,-0.8468558013008944,40.0,16.429
486 - 2019-04-11,1.2374580204877639,-2.539800236831776,0.0,18.505000000000003
487 - 2019-04-12,1.3487274829322653,-0.6545221956106664,10.0,19.691000000000003
488 - 2019-04-13,1.25043662038439,-3.2589665676142685,10.0,17.580999999999996
489 - 2019-04-14,1.3095415342067338,-2.813826443894124,20.0,19.372000000000003
490 - 2019-04-15,1.4425633664253223,-0.9213355286373146,40.0,19.027
491 - 2019-04-16,1.3198044771616961,-2.207130987866012,30.0,18.493
492 - 2019-04-17,1.3402083662022026,-1.6133759803739807,40.0,19.902000000000005
493 - 2019-04-18,1.6909289321671406,-1.8220705272447468,40.0,19.903000000000002
494 - 2019-04-19,1.1455848140256792,-0.3290319076169209,20.0,17.413
495 - 2019-04-20,1.4762305263377773,-1.4933592902591997,0.0,19.868000000000002
496 - 2019-04-21,1.1993616556522309,-0.9983755847848789,20.0,18.177999999999997
497 - 2019-04-22,1.326296682795281,-1.3801055414916654,20.0,19.622000000000003
498 - 2019-04-23,1.1275546764049347,-3.488442318728891,10.0,18.349
499 - 2019-04-24,1.351770321332737,-0.5255281283888179,20.0,19.418999999999997
500 - 2019-04-25,1.2949767133589856,-2.0683943115263865,20.0,18.34
501 - 2019-04-26,1.4556753126030624,-1.009126990806016,30.0,20.245
502 - 2019-04-27,1.435961198675896,-0.6708935882616104,20.0,19.521000000000004
503 - 2019-04-28,1.4614698211556605,-1.8355074054872191,30.0,18.068
504 - 2019-04-29,0.8095736050645101,-0.5744330994912179,20.0,19.848000000000003
505 - 2019-04-30,1.2001156046665578,-2.113061631296617,20.0,19.625000000000004
506 - 2019-05-01,1.4282744149816424,-1.002819786516064,50.0,17.692
507 - 2019-05-02,0.6920972758623226,-4.080842318057522,10.0,22.254999999999995
508 - 2019-05-03,1.303265781365256,-1.6581219667374445,20.0,21.189
509 - 2019-05-04,1.3985347085378779,-1.8644901194641283,10.0,21.301
510 - 2019-05-05,1.242070382525523,-0.6573515301018769,20.0,20.554999999999996
511 - 2019-05-06,0.8207757000022275,-2.351300052785512,20.0,21.8
512 - 2019-05-07,1.0470012096882388,-1.8441228287223734,10.0,19.569999999999997
513 - 2019-05-08,1.4071873509298096,-2.1231931627864897,10.0,21.571
514 - 2019-05-09,1.4803444413398987,-2.1386518181017586,30.0,21.517999999999997
515 - 2019-05-10,1.1189001048593106,-0.6327979318827855,20.0,20.984
516 - 2019-05-11,1.2838203790320888,-3.048975905190437,30.0,21.337999999999997
517 - 2019-05-12,1.1023549302661129,-0.45843130663648646,20.0,22.290999999999997
518 - 2019-05-13,1.350547592400527,-2.3795703262677135,20.0,20.013999999999996
519 - 2019-05-14,1.1248501230386672,-2.320236108947054,30.0,20.348
520 - 2019-05-15,1.3434821131148096,-2.5940623652373667,40.0,19.663999999999998
521 - 2019-05-16,1.1307477291842958,-2.611645356174106,10.0,22.189999999999998
522 - 2019-05-17,1.353536384246876,-2.2211407220807433,20.0,20.508
523 - 2019-05-18,1.461788103661782,-0.1003746266931973,10.0,21.514
524 - 2019-05-19,1.005767799570947,-4.28756206975276,30.0,22.124
525 - 2019-05-20,1.2924516444868968,-2.6357377332714034,10.0,21.747
526 - 2019-05-21,1.103772939858563,-4.192063243640426,20.0,22.563
527 - 2019-05-22,1.4443839481220218,-1.8915650707258993,30.0,19.742
528 - 2019-05-23,1.5843728958183492,-0.11922310533066849,30.0,19.819
529 - 2019-05-24,1.2228595253758558,-1.9966998958377595,20.0,21.63
530 - 2019-05-25,1.1230938644192445,-3.325952616420855,20.0,19.157999999999998
531 - 2019-05-26,1.0162301013697852,-2.5851733965571984,40.0,20.880999999999997
532 - 2019-05-27,0.9247485921919124,-1.726950800194228,10.0,21.404
533 - 2019-05-28,1.4918187699690246,-2.3600116343929196,20.0,21.948
534 - 2019-05-29,1.4120762207904876,-3.466108581165143,20.0,21.487
535 - 2019-05-30,1.3756616414300524,-3.950442850307356,40.0,21.866
536 - 2019-05-31,1.1664487254551104,-2.980976419165096,30.0,21.413
537 - 2019-06-01,1.7520840769082195,-2.823094934954876,40.0,21.144
538 - 2019-06-02,1.5151939958996226,-3.0227639134146713,70.0,21.669999999999998
539 - 2019-06-03,0.893834300850496,-0.618313595660022,20.0,21.008
540 - 2019-06-04,1.3078688317216536,-2.430585167456476,60.0,20.538000000000004
541 - 2019-06-05,1.1687262939694198,-2.4282632422167625,10.0,21.750999999999998
542 - 2019-06-06,1.236123898407528,-2.443440903169448,30.0,19.259999999999998
543 - 2019-06-07,1.2061203421147664,-2.3995407603410945,30.0,20.072999999999997
544 - 2019-06-08,1.5974224161925006,-1.6297959747529567,20.0,20.054
545 - 2019-06-09,1.1768607333415053,-2.3331731955605037,20.0,22.516
546 - 2019-06-10,1.3555061619090347,-1.6782747867744463,10.0,22.171999999999997
547 - 2019-06-11,1.7258816200231593,-4.012588239279074,20.0,20.317999999999998
548 - 2019-06-12,1.5668200105977221,-2.3527881326404767,20.0,19.15
549 - 2019-06-13,2.0265876433174594,-1.303568828185281,20.0,20.644
550 - 2019-06-14,1.2751612132089545,-2.0570818108997635,10.0,20.677999999999997
551 - 2019-06-15,1.5467004489712195,-2.5039948680059996,30.0,21.983999999999998
552 - 2019-06-16,0.9864504838594135,-1.1133574769647518,20.0,20.607
553 - 2019-06-17,0.8977001084160507,-2.0237660715300585,20.0,21.049999999999997
554 - 2019-06-18,1.5245128634928382,-1.3332185740055955,10.0,22.018999999999995
555 - 2019-06-19,1.4316687412832658,-1.8886486048214293,10.0,19.84
556 - 2019-06-20,1.0600210283518448,-2.1092708289869266,0.0,22.105999999999998
557 - 2019-06-21,1.1297959120403127,-2.2532444039006747,30.0,21.160999999999998
558 - 2019-06-22,1.1372028711334856,-1.7361610279705273,0.0,21.496
559 - 2019-06-23,1.3244413124978882,-2.3601190321273955,40.0,20.662999999999997
560 - 2019-06-24,1.5004746267238727,-0.48452806672347004,30.0,20.896
561 - 2019-06-25,1.572099577540066,-1.6621061823737204,10.0,20.427
562 - 2019-06-26,1.2471399184777003,-0.11709699992858509,10.0,20.959999999999997
563 - 2019-06-27,1.3730992241914846,-3.3288951228133477,20.0,21.615999999999996
564 - 2019-06-28,1.3090427407999663,-1.9069439787716205,10.0,21.856
565 - 2019-06-29,1.693394310122447,-0.6432888370619297,60.0,21.573
566 - 2019-06-30,1.3777777599583103,-2.301275501757275,10.0,19.467
567 - 2019-07-01,1.001027540718633,-1.981652057375935,30.0,20.307
568 - 2019-07-02,0.9929793172569616,-3.0991431688040705,30.0,21.639999999999997
569 - 2019-07-03,1.5786827510988786,-1.0982313551631675,30.0,21.878999999999998
570 - 2019-07-04,1.2393573011581063,-3.510958358582763,0.0,22.086
571 - 2019-07-05,1.284655336062922,-1.0345205943488203,30.0,21.034999999999997
572 - 2019-07-06,0.9781726986928553,-2.5456907227595895,10.0,21.924999999999997
573 - 2019-07-07,1.192076927116589,-2.2890298244254965,40.0,20.546
574 - 2019-07-08,0.7770015679528367,-2.28469699269041,10.0,21.342999999999996
575 - 2019-07-09,1.6264049324589203,-1.6237817141645237,20.0,20.857
576 - 2019-07-10,1.134487264265463,-1.1937728167026667,10.0,21.196999999999996
577 - 2019-07-11,0.5083239249735211,-4.199441940639109,0.0,21.22
578 - 2019-07-12,0.5102994745640952,-2.6505517785285195,30.0,20.635
579 - 2019-07-13,0.4992590720267468,-2.3049201273948263,10.0,20.426
580 - 2019-07-14,0.546262135140129,-2.301478955906909,50.0,21.007
581 - 2019-07-15,0.7082768052873697,-1.895654433705047,40.0,21.127
582 - 2019-07-16,1.0082305643212863,-1.1769828395954225,50.0,21.026999999999997
583 - 2019-07-17,1.092810368867683,-2.477895613772966,20.0,21.836
584 - 2019-07-18,0.6676728014520223,-3.4126707499690054,20.0,22.015
585 - 2019-07-19,0.5738462343356499,-3.1542233692393826,20.0,21.12
586 - 2019-07-20,0.5575164408655658,-3.119966494306723,20.0,20.99
587 - 2019-07-21,0.6859791755921153,-0.12077727969788538,10.0,20.673
588 - 2019-07-22,1.3375698777189216,-2.5211934462527994,20.0,20.936999999999998
589 - 2019-07-23,1.4604112328217935,-1.3467125411303424,0.0,18.723
590 - 2019-07-24,1.4589624298400052,-2.014339372985176,30.0,21.235
591 - 2019-07-25,1.6312743998238572,-1.3614322178071436,40.0,21.319999999999997
592 - 2019-07-26,1.3386726454330027,-2.2802807876756708,0.0,21.3
593 - 2019-07-27,1.1833421129239896,-2.1849455320040643,0.0,20.313
594 - 2019-07-28,1.0845491353248213,-3.175223289079381,50.0,20.765
595 - 2019-07-29,0.7000149828683988,-1.9170195793158518,10.0,20.348
596 - 2019-07-30,1.3558688373783256,-1.532348533342542,20.0,21.392999999999997
597 - 2019-07-31,1.542782730958735,-3.711144381822206,20.0,21.784999999999997
598 - 2019-08-01,1.4327934895507979,-1.6014357758859288,20.0,20.566
599 - 2019-08-02,1.698073945579966,-0.900389273363694,10.0,21.105
600 - 2019-08-03,0.8154461623262556,-4.5800117825077375,10.0,19.895999999999997
601 - 2019-08-04,0.580120111552045,-2.769251342683679,30.0,21.374
602 - 2019-08-05,0.7302324146655391,-2.3730367060014395,10.0,19.994999999999997
603 - 2019-08-06,1.283931015230969,-0.6524566753758887,10.0,20.793
604 - 2019-08-07,1.2859426160590084,-2.6718635783949947,20.0,20.172
605 - 2019-08-08,1.3703346846660494,-3.5727459567721955,30.0,21.478
606 - 2019-08-09,1.0761054707302993,-2.7572039781129187,20.0,20.389
607 - 2019-08-10,0.7911957511916252,-1.990411017418465,30.0,20.406
608 - 2019-08-11,0.5446988957536061,-1.7484496371516998,40.0,21.476999999999997
609 - 2019-08-12,1.782167607593014,-0.3637841190823826,20.0,20.703999999999997
610 - 2019-08-13,1.2465641368850713,-1.5971654805769016,20.0,19.236
611 - 2019-08-14,1.3318241757046494,-2.3196271120481846,20.0,21.628999999999998
612 - 2019-08-15,0.984491859806393,-0.3140644535316514,0.0,19.666999999999998
613 - 2019-08-16,1.093518616163837,-2.2386378017235185,40.0,20.886
614 - 2019-08-17,0.8225616052613696,-1.5406382231256996,40.0,19.916999999999998
615 - 2019-08-18,0.45212891789784226,-3.1730387549231684,10.0,21.099999999999998
616 - 2019-08-19,0.5826000575538826,-2.0082943799747253,20.0,21.659999999999997
617 - 2019-08-20,1.0560961632981518,-0.7525624842918588,30.0,21.052999999999997
618 - 2019-08-21,1.0086658695633144,-4.204258081694423,10.0,20.868
619 - 2019-08-22,0.7331876144390296,-2.1313667435309096,20.0,19.744
620 - 2019-08-23,1.9535732126213559,-1.4194052247490618,10.0,20.982
621 - 2019-08-24,0.9711510837849539,-0.30971987096077647,10.0,20.669999999999998
622 - 2019-08-25,0.5529185321132685,-4.900570487504946,10.0,22.479
623 - 2019-08-26,0.683209924896281,-2.4929791496184035,40.0,21.679999999999996
624 - 2019-08-27,1.9085565332366636,-0.4901532208514161,10.0,22.229999999999997
625 - 2019-08-28,0.9416512623495084,-3.0794559488701063,20.0,20.171
626 - 2019-08-29,1.484542639171763,-1.792437856081016,10.0,21.807
627 - 2019-08-30,1.180107533909201,0.5591235870676716,40.0,20.619
628 - 2019-08-31,1.2153570366560753,-1.3344104012904643,10.0,20.278
629 - 2019-09-01,1.2916691965690226,-2.005994769304139,20.0,21.145
630 - 2019-09-02,1.1808347422166634,-2.217249768896493,30.0,20.221000000000004
631 - 2019-09-03,1.2037933331916246,-2.407170990527631,30.0,18.125
632 - 2019-09-04,1.3564481852840082,-1.7452740303562324,30.0,18.769
633 - 2019-09-05,1.1256199777929958,-3.268590561959502,20.0,17.197000000000003
634 - 2019-09-06,1.8570079631579741,-0.6150878356301258,30.0,19.131
635 - 2019-09-07,1.2593851835073564,-1.9585084438954228,10.0,19.509000000000004
636 - 2019-09-08,0.6479633844434991,-2.6263425089223884,0.0,19.329000000000004
637 - 2019-09-09,0.9244393358399484,-3.2625474169365782,20.0,18.218000000000004
638 - 2019-09-10,1.6888435361455723,-2.776869202925739,30.0,18.755000000000003
639 - 2019-09-11,1.7863655395966822,-1.120393669097026,40.0,19.258000000000003
640 - 2019-09-12,1.5854022011703472,-1.1217673899254272,10.0,18.741
641 - 2019-09-13,1.9101804783661138,-3.1133371348165384,40.0,18.993000000000002
642 - 2019-09-14,1.5397892102666049,-1.5871197791697398,10.0,19.810000000000002
643 - 2019-09-15,0.5533821753602943,-3.129074391371773,10.0,19.290000000000003
644 - 2019-09-16,0.7702474917231525,-2.184949575763171,30.0,17.495
645 - 2019-09-17,1.7187496485502889,0.23355814038031625,30.0,18.817000000000004
646 - 2019-09-18,1.881743255349903,-1.9430743350677748,0.0,19.14
647 - 2019-09-19,1.7806884252025266,-1.2913920962885035,30.0,19.106
648 - 2019-09-20,1.6881387632760958,-1.0286085928350637,10.0,18.722
649 - 2019-09-21,1.0248033876587876,-1.340803236208758,20.0,19.301000000000005
650 - 2019-09-22,0.5856682709331169,-2.46034704095247,0.0,18.998
651 - 2019-09-23,0.7323882766591632,-6.700504708367916e-05,30.0,19.532000000000004
652 - 2019-09-24,1.8703219657459214,-3.0394113119353103,10.0,18.579
653 - 2019-09-25,1.7564444666558636,-3.2493273555342235,0.0,18.329000000000004
654 - 2019-09-26,1.3436409350751919,-2.3921797729288774,10.0,19.385
655 - 2019-09-27,2.072121811141755,0.3609515566687833,30.0,19.491000000000003
656 - 2019-09-28,1.084734665983597,-2.1853445663575,30.0,18.160000000000004
657 - 2019-09-29,0.4668186062284074,-1.6013489351102568,40.0,19.994000000000003
658 - 2019-09-30,1.0041471668466098,-1.571841956336547,10.0,17.536
659 - 2019-10-01,1.5176290668712789,-2.2177020526744826,0.0,18.368000000000002
660 - 2019-10-02,1.597442408982373,-1.4647285676234028,10.0,16.134999999999998
661 - 2019-10-03,1.7145930766616297,-1.1267099358582413,60.0,17.171999999999997
662 - 2019-10-04,1.7812193585527454,-1.4124892683614814,30.0,16.02
663 - 2019-10-05,1.583409576753525,-2.201597194444558,20.0,17.058
664 - 2019-10-06,1.967144663359028,-0.04513975088213337,30.0,17.044999999999998
665 - 2019-10-07,2.0941370564332855,-1.9732201960350433,20.0,17.739000000000004
666 - 2019-10-08,1.5940937382950189,-3.1945176001301774,40.0,15.464
667 - 2019-10-09,1.5203214160989353,-0.64547404700722,10.0,15.667
668 - 2019-10-10,1.6310179481688905,-0.7847511947786324,0.0,17.060999999999996
669 - 2019-10-11,1.189629821236209,-3.1537869106000334,30.0,17.871
670 - 2019-10-12,1.0324207144444957,-1.765724298661919,40.0,16.743000000000002
671 - 2019-10-13,1.136964641123021,-1.7018162171734155,30.0,17.094
672 - 2019-10-14,1.2980025905732238,-1.144727273305292,40.0,17.275
673 - 2019-10-15,1.9948629839881673,-3.3934353017093426,40.0,17.380999999999997
674 - 2019-10-16,1.245719314852692,-1.0757130749092605,0.0,17.981999999999996
675 - 2019-10-17,1.9018539549646831,-1.800611438504354,30.0,17.281999999999996
676 - 2019-10-18,1.3458661891199402,-0.9026140109766159,30.0,16.81
677 - 2019-10-19,1.2817031274257775,-2.212800194533718,40.0,17.352999999999998
678 - 2019-10-20,0.877654354549962,-2.0118874617766305,10.0,16.86
679 - 2019-10-21,1.4404390798922055,-2.275404440217626,30.0,16.822
680 - 2019-10-22,1.3306870461430909,-1.5843884586442214,40.0,16.299
681 - 2019-10-23,1.4545902740605288,-1.5911729523202482,20.0,18.036999999999995
682 - 2019-10-24,1.5941074033853486,-1.1607134427482686,40.0,17.101999999999997
683 - 2019-10-25,1.1844565065486043,-1.5842233505644554,30.0,16.016
684 - 2019-10-26,1.1210212477753276,-0.21469156711931503,20.0,15.596
685 - 2019-10-27,0.9915974916952307,-3.415747787748394,10.0,16.746
686 - 2019-10-28,1.5157403954215902,-0.959402928054113,20.0,16.865999999999996
687 - 2019-10-29,1.9727777341178783,-0.9618866046483541,10.0,16.849
688 - 2019-10-30,1.2846509700163038,-0.014914439610364205,40.0,16.518
689 - 2019-10-31,1.459401920626206,-0.49184288932786635,0.0,16.956
690 - 2019-11-01,1.3455151179841438,-2.933305134250378,0.0,17.093999999999998
691 - 2019-11-02,0.8732886988759306,-1.0088895953640056,0.0,14.612000000000002
692 - 2019-11-03,1.620266244722266,-0.5383077010716272,0.0,13.988999999999999
693 - 2019-11-04,1.08874706638141,-0.24080277222928115,60.0,14.437
694 - 2019-11-05,1.767085572037074,-1.0917131392312083,20.0,14.302999999999999
695 - 2019-11-06,1.4865245455662464,-2.4791036103817556,30.0,14.739999999999998
696 - 2019-11-07,1.7975179565725532,0.028497839129893704,20.0,14.245
697 - 2019-11-08,1.5613090884872483,-1.4143759175578623,30.0,15.039
698 - 2019-11-09,2.048276077242207,0.09745833076382981,20.0,15.503
699 - 2019-11-10,1.4484677651471132,-0.5246848226156199,10.0,14.561000000000003
700 - 2019-11-11,2.0176287804464885,-0.876254577989016,30.0,14.242
701 - 2019-11-12,1.4360138988620996,-0.7431658515147218,20.0,14.497000000000002
702 - 2019-11-13,1.2921712735423947,-0.7253867493903227,30.0,13.233
703 - 2019-11-14,1.6677669681917757,-2.3039649821366823,30.0,15.182000000000002
704 - 2019-11-15,1.4409243247562917,0.033354355329068726,30.0,14.078
705 - 2019-11-16,1.825705300688213,-0.0643063943703131,10.0,15.446000000000002
706 - 2019-11-17,2.3005576642922554,-0.30071711165644605,20.0,13.964
